,vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to,url
4381,DrugAmazon,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5g Ketamine 99% PURE,142.00,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-ketamine-99-pure
4382,CanadianSmoker12,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,A+ Grade 1 OZ Budget Listing!!! LTO 2021 Sale,190.00,,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/a-grade-1-oz-budget-listing-lto-2021-sale
4383,heromeister,Drugs and Chemicals,Opiates,Heroin,Heroin,"1.5g no3 afghan heroin, super high quality",71.60,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/15g-no3-afghan-heroin-super-high-quality
4384,tomandjerry,Drugs and Chemicals,Opiates,Heroin,Heroin,2 grams Strong Turkish Heroin #3 [70%],49.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2-grams-strong-turkish-heroin-3-70
4385,topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Northern Lights LIGHTDEP 1 oz,140.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/northern-lights-lightdep-1-oz
4386,SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Boldenone Forte – 400 mg/ml/ 10 ml - exp. 2023,107.40,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/boldenone-forte-400-mgml-10-ml-exp-2023
4387,TheWizzardNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,COCAINE: 1 GRAMS PURE COLOMBIAN COCAINE 92% SHINY,75.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/cocaine-1-grams-pure-colombian-cocaine-92-shiny
4388,leavehonest07,Drugs and Chemicals,Stimulants,Adderal,Adderal,"Adderall IR 30 mg ""pressed""",8.49,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/adderall-ir-30-mg-pressed
4389,tomandjerry,Drugs and Chemicals,Opiates,Heroin,Heroin,50 grams Strong Turkish Heroin #3 [70%],825.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-grams-strong-turkish-heroin-3-70
4390,DarkPlace188,Drugs and Chemicals,Stimulants,,Stimulants,Ajanta Kamagra Oral Jelly Vol III - Sildenafil,23.87,Germany,"Austria, Switzerland, Germany",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ajanta-kamagra-oral-jelly-vol-iii-sildenafil
4391,California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,ROVE APE INDICA 0.525G VAPE CART,80.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/rove-ape-indica-0525g-vape-cart
4392,PitStopUK,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1000x Gelato 33 Cali 10000mg 5ML VAPE LIQUID,"48,657.89",United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1000x-gelato-33-cali-10000mg-5ml-vape-liquid
4393,stonerdefrance,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"WEED GREEN CRACK - 4,5G",59.66,France,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/weed-green-crack-45g
4394,terrysukstock,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Morphine Sulfate Zomorph 10mg 60 tab *UK* ESCROW,43.10,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/morphine-sulfate-zomorph-10mg-60-tab-uk-escrow
4395,happymates,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,56G * STARDAWG IMPORT * FREE NDD*,561.65,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/56g-stardawg-import-free-ndd
4396,martell,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28g OG Kush | AAA Medical | FREE NDD,281.00,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-og-kush-aaa-medical-free-ndd
4397,HouseofAddys,Drugs and Chemicals,Stimulants,Adderal,Adderal,50 X Tevas B974 Adderalls . Pharma Quality .,140.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-x-tevas-b974-adderalls-pharma-quality
4398,StrainPirate,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3g Electric Purple Punch Batter Concentrate,47.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3g-electric-purple-punch-batter-concentrate
4399,streetoysters,Drugs and Chemicals,,,Drugs and Chemicals,3.5G Pure Columbian Cocaine,300.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-pure-columbian-cocaine
4400,TheOxyMen,Drugs and Chemicals,Dissociatives,GBL,GBL,GBL 99.9 PURITY VERY HIGH QUALITY,1.18,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/gbl-999-purity-very-high-quality
4401,rainbowland,Drugs and Chemicals,,,Drugs and Chemicals,500 GRAMS KETAMINE,"7,159.80",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-grams-ketamine
4402,dexterslabs,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,0.2g 90% Pure Premium Cocaine Coke Top Quality AAA,27.80,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/02g-90-pure-premium-cocaine-coke-top-quality-aaa
4403,drugpluguk,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,✶3.5G PERUVIAN COCAINE PRODUCT✶,243.29,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35g-peruvian-cocaine-product
4404,akgeneric,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Ambien Belbien 10mg (zolpidem) 100 Tab,150.00,Greece,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ambien-belbien-10mg-zolpidem-100-tab
4405,DrugAmazon,Drugs and Chemicals,Ecstasy,Pills,Pills,20x Ecstasy MDMA Pills 240mg (Heisenberg),66.82,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20x-ecstasy-mdma-pills-240mg-heisenberg
4406,DrugzFromNL,Drugs and Chemicals,Ecstasy,MDMA,MDMA,3gr High Quality Dutch AAA+ MDMA +90%,36.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3gr-high-quality-dutch-aaa-mdma-90
4407,MicroDroper,Drugs and Chemicals,Opiates,RC,RC,EtaZen (PURE) - 2 GRAMS,300.00,China,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/etazen-pure-2-grams
4408,limaconnection,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,5G PERUVIAN COCAINE 93% PURITY,315.00,Peru,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-peruvian-cocaine-93-purity
4409,mooseville13,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,10ml mixed THC-A,104.27,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10ml-mixed-thc-a
4410,jnenfrancis,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,7G PERUVIAN CREAM COCAINE **FREE UK DELIVERY**,538.02,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-peruvian-cream-cocaine-free-uk-delivery
4411,amsterdamxpress,Drugs and Chemicals,,,Drugs and Chemicals,5 GRAM* Crystal Meth shards 86% -AmsterdamXpress-,220.76,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gram-crystal-meth-shards-86-amsterdamxpress
4412,auspride,Drugs and Chemicals,Stimulants,Speed,Speed,Direct Turkish Import Old School Speed Base - 56g,"2,984.41",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/direct-turkish-import-old-school-speed-base-56g
4413,themushrooman,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,56g Magic Mushrooms - Psilocybe Cubensis,620.14,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/56g-magic-mushrooms-psilocybe-cubensis
4414,pureau,Drugs and Chemicals,Stimulants,Meth,Meth,METH 14G - CRYSTAL IMPORT,"2,403.03",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/meth-14g-crystal-import
4415,TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,ROXITHROMYCIN (antibiotic) Roxid 300mg 50 tabs,45.00,India,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/roxithromycin-antibiotic-roxid-300mg-50-tabs-2
4416,ukgroup,Drugs and Chemicals,,,Drugs and Chemicals,1g BOLIVIAN COCAINE PRODUCT,69.51,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-bolivian-cocaine-product-1
4417,EUROSHOPPER,Drugs and Chemicals,Ecstasy,,Ecstasy,5000x XTC - GOLD GIVENCHY - 300MG MDMA,"5,847.17",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5000x-xtc-gold-givenchy-300mg-mdma
4418,CafeNero,Drugs and Chemicals,Stimulants,Meth,Meth,7G Meth USA-USA Uncut And Pure!!!,290.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-meth-usa-usa-uncut-and-pure-1
4419,jnenfrancis,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1G PERUVIAN CREAM COCAINE **FREE UK DELIVERY**,100.10,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-peruvian-cream-cocaine-free-uk-delivery
4420,NarcoticsWorldwide,Drugs and Chemicals,Psychedelics,LSD,LSD,10000x // Anonymous LSD Tabs 250UG \\,"11,336.35",Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10000x-anonymous-lsd-tabs-250ug
4421,TulipNL,Drugs and Chemicals,Ecstasy,Pills,Pills,50x 🇳🇱 240MG - Tesla - AAA+++ XTC PILLS,85.92,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-240mg-tesla-aaa-xtc-pills
4422,420Quality,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,448g Fire trimmings,400.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/448g-fire-trimmings
4423,capNcook,Drugs and Chemicals,Psychedelics,LSD,LSD,50x Dutch LSD 200UG Jimmy Hendrix tabs,220.76,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-dutch-lsd-200ug-jimmy-hendrix-tabs
4424,topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,25x Stoney Patch Edible Gummies - 350mg,260.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-stoney-patch-edible-gummies-350mg
4425,original_kimono,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,20 x  90% THC cannabis Diposable Vape UK,528.29,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20-x-90-thc-cannabis-diposable-vape-uk
4426,inc,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,COCAINE 3.5G - MOTHER OF PEARL - INC.,926.33,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/cocaine-35g-mother-of-pearl-inc
4427,dansharpe,Drugs and Chemicals,Cannabis & Hash,Shake,Shake,AMG AMNESIA SHAKE WEED 2G,11.93,Belgium,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/amg-amnesia-shake-weed-2g
4428,TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,+EUROPE RETAIL+  ZOPICLONE Zop 7.5mg 100 tabs,85.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/europe-retail-zopiclone-zop-75mg-100-tabs
4429,DrRelax,Drugs and Chemicals,Stimulants,Speed,Speed,Pure Amphetamine SpeedBase 7 gram,40.32,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/pure-amphetamine-speedbase-7-gram
4430,inc,Drugs and Chemicals,Stimulants,Speed,Speed,BASE 1G - NETHERLANDS C-STAMP GREY/BROWN - INC.,76.74,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/base-1g-netherlands-c-stamp-greybrown-inc
4431,drugsukstore,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2g BOLIVIAN COCAINE PRODUCT,132.07,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-bolivian-cocaine-product
4432,mysteryland,Drugs and Chemicals,Stimulants,Speed,Speed,300 gram*** Amphetamine Paste*** Speed Paste 72%,311.00,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/300-gram-amphetamine-paste-speed-paste-72
4433,flow,Drugs and Chemicals,Benzos,Pills,Pills,10 X 2MG YELLOW SCHOOL BUSES XANAX  *SALE*,20.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-x-2mg-yellow-school-buses-xanax-sale
4434,DutchPharmacy,Drugs and Chemicals,Stimulants,,Stimulants,10 gram KETAMINE S-isomer HQ,196.89,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-gram-ketamine-s-isomer-hq
4435,drkend,Drugs and Chemicals,Stimulants,,Stimulants,Buy 2 Fa Online  Fluoroamphetamine (2-FA) (100g),"1,000.00",China,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/buy-2-fa-online-fluoroamphetamine-2-fa-100g
4436,MrColes,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,14g Bolivian Cocaine | 79% EC LAB TESTED | CLOVER,"3,356.50",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-bolivian-cocaine-79-ec-lab-tested-clover-1
4437,ozconnection,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,*HYDROPONIC* 7.0 grams Buds Weed Marijuana AUSTRAL,95.00,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/hydroponic-70-grams-buds-weed-marijuana-austral
4438,Heroinfactoryy,Drugs and Chemicals,Opiates,Heroin,Heroin,100% Pure No Cut 100 GR Very Strong Turkish Heroin,"2,267.27",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100-pure-no-cut-100-gr-very-strong-turkish-heroin
4439,COCALERO,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,7g PERUVIAN COCAINE UNCUT,501.19,Germany,"Austria, Belgium, Czech Republic, Germany, France, Croatia, Poland",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-peruvian-cocaine-uncut
4440,CafeNero,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,X10 OXYCODONE 30MG (M30) PRESSED Top Quality,200.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/x10-oxycodone-30mg-m30-pressed-top-quality-4
4441,SmartStore,Drugs and Chemicals,Accessories,,Accessories,MAGNUM Police Pepper Spray,23.87,China,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/magnum-police-pepper-spray
4442,PremierLeague,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28 grams  JAMAICAN HIGH GRADE no seeds,83.41,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28-grams-jamaican-high-grade-no-seeds
4443,DutchGlory,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,(2G) - Colombian Cocaine *Pure/Uncut*,131.26,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-colombian-cocaine-pureuncut
4444,DutchDrugs,Drugs and Chemicals,Opiates,Heroin,Heroin,1gr Heroin #3 +/- 65%,21.48,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1gr-heroin-3-65
4445,PartyKingz,Drugs and Chemicals,Ecstasy,Pills,Pills,25 XTC Pikachu 250mg,62.00,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-xtc-pikachu-250mg
4446,DUTCHTOPQUALITY,Drugs and Chemicals,Stimulants,Speed,Speed,A-oil 100ml,298.32,Netherlands,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/a-oil-100ml
4447,PharmaWorldUK,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,Oxycodone Shortec 20mg Genuine Instant Release,27.80,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/oxycodone-shortec-20mg-genuine-instant-release-1
4448,PostNL,Drugs and Chemicals,Ecstasy,MDMA,MDMA,10 grams High Quality MDMA [80%],106.20,Netherlands,Netherlands,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-grams-high-quality-mdma-80
4449,inc,Drugs and Chemicals,Ecstasy,MDMA,MDMA,MDMA 7G - BUDGET - INC.,348.83,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mdma-7g-budget-inc
4450,Mont-Blanc,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,150 gram Premium Ketamine S-isomere sugar 98% pure,"2,082.31",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/150-gram-premium-ketamine-s-isomere-sugar-98-pure
4451,RoyalMailer,Drugs and Chemicals,Ecstasy,Pills,Pills,50x Green Hulk XTC 200mg IMPORT - UK,208.53,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50x-green-hulk-xtc-200mg-import-uk
4452,XanaxBlotters,Drugs and Chemicals,Benzos,Pills,Pills,750 x 4.1mg Xanax Sweet Tarts,535.00,Canada,Canada,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/750-x-41mg-xanax-sweet-tarts
4453,StreetLegend,Drugs and Chemicals,Opiates,Heroin,Heroin,10 GR  Turkish Heroin  FREE Shipping,250.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-gr-turkish-heroin-free-shipping-2
4454,ezinpharma,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,70 X 5/325mg Oxycodone (Pharmacy)...USA - USA,690.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/70-x-5325mg-oxycodone-pharmacyusa-usa
4455,fererokusk,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,★★★ KING KONG ★★★ 5Grams,70.00,France,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/king-kong-5grams
4456,Island_Paradise,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,[10 GRAMS] ★ KETAMINE HIGH QUALITY NEEDLE ★,155.13,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-grams-ketamine-high-quality-needle
4457,superweedsonic,Drugs and Chemicals,Benzos,Pills,Pills,RIVOTRIL Full LEGIT ROCHE Pharma 2 MG Pills x 400,477.32,Austria,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/rivotril-full-legit-roche-pharma-2-mg-pills-x-400
4458,Fairfax,Drugs and Chemicals,Opiates,Heroin,Heroin,1g #3 Heroin (excellent quality),34.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-3-heroin-excellent-quality
4459,exclusivepharma,Drugs and Chemicals,Benzos,Pills,Pills,KERN VALIUM DIAZEPAM 10 MG TABLETS 60 TABS,58.39,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/kern-valium-diazepam-10-mg-tablets-60-tabs
4460,TonysDrugsStore,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Royal Kush 3.5 gram,48.66,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/royal-kush-35-gram
4461,Everylittlehalps,Drugs and Chemicals,Psychedelics,LSD,LSD,500 X 250ug LSD TAB H.Q Dutch2Uk,"2,432.89",United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-x-250ug-lsd-tab-hq-dutch2uk
4462,richhigh999,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,oxycontin oxycodone mundipharma 80mg OC 140 pills,"3,000.00",,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/oxycontin-oxycodone-mundipharma-80mg-oc-140-pills
4463,420ENVY,Drugs and Chemicals,,,Drugs and Chemicals,500MG THC INFUSED OREO'S,14.99,,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500mg-thc-infused-oreos
4464,DoctorXXL,Drugs and Chemicals,Stimulants,Speed,Speed,Speed Amphetamine paste *50 Grams* Top Quality!,65.63,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/speed-amphetamine-paste-50-grams-top-quality
4465,C00KIE88,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,**NEW** 10g PLATINUM COOKIE **UK-UK*,97.32,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/new-10g-platinum-cookie-uk-uk
4466,ThreeKings,Drugs and Chemicals,Steroids,,Steroids,HGH Human Growth Hormone 100iu,202.86,Latvia,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/hgh-human-growth-hormone-100iu
4467,ubercocaine,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,(3.5 gram) - HIGH PURITY SOCIABLE COCAINE,218.27,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/35-gram-high-purity-sociable-cocaine
4468,DrSeuss,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28g Of Afgan Haze Top Quality NDD UK2UK,305.85,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-of-afgan-haze-top-quality-ndd-uk2uk
